CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
CH Biotech LLC,0012634,True,601 Kettering Dr,,,Ontario,CA,91761,USA,(909) 472-3033,evelyn.ku@chbio.com,,1,AR00,C,0000,,100,,,,,,,,UPS Acct. No. T525TO,,,UPS Acct. No. T525TO,,,,,,,,0.0,2024-01-10T16:08:41.557-05:00,2025-01-08T16:27:42.67-05:00,,,0,0,{}
Billmark Company,0012635,True,2232 Solona Street,,,Haltom City,TX,76117,USA,(817) 429-5356,billmarkplating@gmail.com,www.billmarkplating.com,1,AR00,C,0000,,100,,,,,,,,UPS Acct. No. 2549X5,,,UPS Acct. No. 2549X5,,,,,,,,0.0,2024-01-10T16:08:42.357-05:00,2025-01-08T16:27:42.717-05:00,,,0,0,{}
Xtalic Corporation,0012636,True,260 Cedar Hill Street,,,Marlborough,MA,01752,USA,(508) 804-7247,PStelzner@xtalic.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:43.167-05:00,2024-01-10T16:08:43.167-05:00,,,0,0,{}
NEO Chemicals & Oxides,0012637,True,8101 E. Prentice Ave. Ste. 525,,,Greenwood Village,CO,80111,USA,(720) 582-1726,g.gramiccioni@neomaterials.com,,1,AR30,C,0000,,100,,,,,,,,Email invoices to d.matynski@neomaterials.com,,,Email invoices to d.matynski@neomaterials.com,,,,,,,,0.0,2024-01-10T16:08:43.927-05:00,2025-01-08T16:27:42.763-05:00,,,0,0,{}
Infinito Inc.,0012638,True,12130 Esther Lama Dr.,Suite 300,,El Paso,TX,79936,USA,(915) 590-6819,sales@si-go.com,,1,AR00,C,0000,,100,,,,,,,,FedEx Acct. No. 333930323,,,FedEx Acct. No. 333930323,,,,,,,,0.0,2024-01-10T16:08:44.81-05:00,2025-01-08T16:27:42.813-05:00,,,0,0,{}
"Futurrex, Inc.",0012639,True,4285 TW King Rd.,,,Southlake,TX,76092,USA,(817) 490-1771,tcantu@futurrex.com,,1,AR00,C,0000,,102,,,,,,,,FedEX Account Number: 1665-9664-5,,,FedEX Account Number: 1665-9664-5,,,,,,,,0.0,2024-01-10T15:50:13.58-05:00,2025-01-08T16:27:42.86-05:00,,,0,0,{}
Engenium Chemicals Corp.,0012640,True,4333 - 46th Avenue S.E.,,,Calgary,AB,T2B 3N5,CAN,(403) 279-8545,crogan@engeniumchemicals.com,,1,AR30,C,0000,,100,,,,,,,,"Freight Forwarder:
Caneda
Contact: Sean McGuinness
Phone: 403-538-7940
Email: Sean@caneda.com",,,"Freight Forwarder:
Caneda
Contact: Sean McGuinness
Phone: 403-538-7940
Email: Sean@caneda.com",,,,,,,,5000.0,2024-01-10T16:08:45.613-05:00,2025-01-08T16:27:42.89-05:00,,,0,0,{}
"Toda Co., Ltd",0012641,True,"Rm408, 60 Jeongbalsan-RO",42Beon-Gil Ilsandong-GU,Goyang-SI,Gyeonggi-DO,.,.,KOR,82-31-8168989,pluszhao88@gmail.com,,1,AR07,C,0000,,100,,,,,,,,"Freight Forwarder:
Powertrans Freight Systems, Inc
655 W. Victoria St
Compton, CA 90220
Contact: Darren Kim
Phone Number: 310-354-0044
Email: darren.kim@powertrans-lax.com",,,"Freight Forwarder:
Powertrans Freight Systems, Inc
655 W. Victoria St
Compton, CA 90220
Contact: Darren Kim
Phone Number: 310-354-0044
Email: darren.kim@powertrans-lax.com",,,,,,,,0.0,2024-01-10T16:08:46.42-05:00,2025-01-08T16:27:42.937-05:00,,,0,0,{}
"Cake Craft Factory, LLC",0012642,False,2001 Platinum Street,,,Garland,TX,75042,USA,(469) 782-2500,frances@cakecraftusa.com,www.cakecraftusa.com,1,AR03,C,0000,,100,,,,,,,,FedEx Acct. No. 945421258,,,FedEx Acct. No. 945421258,,,,,,,,0.0,2024-01-10T16:08:47.253-05:00,2025-01-08T16:27:43-05:00,,,0,0,{}
"Dietary Pros, Inc",0012643,True,7111 West Stewart Avenue,,,Wausau,WI,54401,USA,(715) 849-3800,rmoore@dietaryprosinc.com,,1,AR00,C,0000,,100,,,,,,,,UPS Acct. No. X7166W,,,UPS Acct. No. X7166W,,,,,,,,0.0,2024-01-10T16:08:48.037-05:00,2025-01-08T16:27:43.03-05:00,,,0,0,{}
Dimien LLC,0012644,False,1576 Sweet Home Road,,,Amherst,NY,14228,USA,(585) 260-1030,info@dimien.com,www.dimien.com,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:48.823-05:00,2024-01-10T16:08:48.823-05:00,,,0,0,{}
Riverbend Energetics,0012645,False,3640 Seminary Rd,,,Alton,IL,62002,USA,(618) 465-0313,mrankin@riverbendenergetics.com,www.riverbendenergetics.com,1,AR03,C,0000,,100,,,,,,,,"IMPORTANT:
When Hanley orders Lead (IV) Oxide, code 14173, confirm that they have the ""Analytical testing for Code 14173, LEAD (IV) OXIDE, 99% pure, -100 mesh, Lot No _______ according to MIL-L-376C for all analyses required for Type I and II and Class 1",,,"IMPORTANT:
When Hanley orders Lead (IV) Oxide, code 14173, confirm that they have the ""Analytical testing for Code 14173, LEAD (IV) OXIDE, 99% pure, -100 mesh, Lot No _______ according to MIL-L-376C for all analyses required for Type I and II and Class 1 and 2"" for $450.00 on their PO. SALES will need to do a /MISC line item and include the above blurb in the ""Manual"" column

If the customer requires the ""Description Sheet for Explosives Chemicals - MIL-STD-1171 form"" be sure to add as $200.00 paperwork fee to the sales order.  The customer will also require the CofC text included below the tech data.
 

Fed Ex Account No: 063015164

UPS Account No: 600670

No Friday deliveries 

Tech Data Sheet must include the following:
COC Blurb
Signature
Name
Title 
Date 
PO Number
Quantity Shipped
Quantity Passed (same as shipped qty)

Send tracking information to purchasing agent",,,,,,,,2000.0,2024-01-10T16:08:49.64-05:00,2025-02-05T10:55:26.683-05:00,,,0,0,{}
"Aquatic EcoTechnologies, Inc.",0012646,True,20370 Skyhawk Lane,,,Topanga,CA,90290,USA,(310) 614-0275,alle@aquaticecotechnologies.com,,1,AR00,C,0000,,100,,,,,,,,Email tracking number to alle@aquaticecotechnologies.com,,,Email tracking number to alle@aquaticecotechnologies.com,,,,,,,,0.0,2024-01-10T16:08:50.443-05:00,2025-01-08T16:27:43.123-05:00,,,0,0,{}
BAE Systems,0012647,True,4509 West Stone Drive,,,Kingsport,TN,37660-9382,USA,(423) 578-8010,Sandra.Songer@baesystems.com,,1,AR00,C,0000,,100,,,,,,,,"FedEx Acct. No. 23810258
UPS Acct No. 234579

Email SDS to Radford.msds,administrator@radford-aap.com and to Sandra.songer@baesystems.com

Tech data and COC must be sent with every shipment and emailed to
Radford.certifications@radford-aap.com",,,"FedEx Acct. No. 23810258
UPS Acct No. 234579

Email SDS to Radford.msds,administrator@radford-aap.com and to Sandra.songer@baesystems.com

Tech data and COC must be sent with every shipment and emailed to
Radford.certifications@radford-aap.com",,,,,,,,0.0,2024-01-10T16:08:51.207-05:00,2025-01-08T16:27:43.187-05:00,,,0,0,{}
"S W Veterinary Products, Inc",0012648,True,53 Tallow Court,,,Lake Jackson,TX,77566,USA,(979) 299-0152,rtpatton@sbcglobal.net,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:17:24.287-05:00,2024-01-10T16:17:24.287-05:00,,,0,0,{}
Magic Inc.,0012649,True,1263 Mission St.,,,San Francisco,CA,94103,USA,(650) 446-3704,,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:51.993-05:00,2024-01-10T16:08:51.993-05:00,,,0,0,{}
Perfect Grower,0012650,False,2236 Park Place Suite B,,,Minden,NV,89423,USA,,,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:52.853-05:00,2024-01-10T16:08:52.853-05:00,,,0,0,{}
Kairos Power,0012651,False,707 W Tower Ave,,,Alameda,CA,94501,USA,(510) 808-5265,goyal@kairospower.com,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. No. 9376W6

Email tracking number to goyal@kairospower.com.",,,"UPS Acct. No. 9376W6

Email tracking number to goyal@kairospower.com.",,,,,,,,3000.0,2024-01-10T16:08:53.643-05:00,2025-01-08T16:27:43.233-05:00,,,0,0,{}
Bioastra Technologies,0012653,True,6100 Avenue Royalmount,,,Montreal,QC,H4P 2R2,CAN,(514) 738-5866,info@bioastratech.com,www.bioastratech.com,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:08:54.43-05:00,2024-01-10T16:08:54.43-05:00,,,0,0,{}
Nanosyn Inc.,0012654,True,3100 Central Expressway,,,Santa Clara,CA,95051,USA,(408) 987-2000,,,1,AR03,C,0000,,100,,,,,,,,Fed Ex Account No: 2126-5435-5,,,Fed Ex Account No: 2126-5435-5,,,,,,,,0.0,2024-01-10T16:08:55.213-05:00,2025-01-08T16:27:43.28-05:00,,,0,0,{}
University of Wisconsin,0012655,True,1500 Engineering Dr. ERB 503,,,Madison,WI,53706,USA,(775) 217-7463,moorehead2@wisc.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:49:08.59-05:00,2024-01-10T15:49:08.59-05:00,,,0,0,{}
"Bechtel National, Inc.",0012656,False,Attn:  Accounts Payable,2435 Stevens Center Place,,Richland,WA,99354,USA,(509) 371-5904,wfranzen@bechtel.com,,1,AR30,C,0000,,100,,,,,,,,"When invoicing something where product doesn't change hands, the Noah invoice must be submitted with a completed WTP Subcontrator Request for Payment, and Partial Release and Certificate of Payment (see Kelly for confirmation)",,,"4/30/20  emailed certificates and invoice for pmt of B-575226 to Karen Maynes
5/14/20  emailed follow up to Karen.  She said N30 terms will pay June 6.

When invoicing something where product doesn't change hands, the Noah invoice must be submitted with a completed WTP Subcontrator Request for Payment, and Partial Release and Certificate of Payment (see Kelly for confirmation)",,,,,,,,0.0,2024-01-10T16:08:56.057-05:00,2025-01-08T16:27:43.313-05:00,,,0,0,{}
"RRTC, Inc",0012657,True,10 Monroe Avenue,,,Belle Mead,NJ,08502,USA,(404) 803-7437,kblinn@rrtc-tech.com,,1,AR03,C,0000,,100,,,,,,,,FedEx Acct. No. 7664-2804-5,,,FedEx Acct. No. 7664-2804-5,,,,,,,,0.0,2024-01-10T16:08:56.923-05:00,2025-01-08T16:27:43.36-05:00,,,0,0,{}
KTH Royal Institute of,0012658,True,Technology,Fakturaservice Box 24075,Ref. Bjoerng KTH ITM,10450  Stockholm,.,.,SWE,011-467-284-72404,silviatt@kth.se,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. 006 8V5

Email invoice and tracking number to Silvia Tome Torquemada 
silviatt@kth.se",,,"UPS Acct. 006 8V5

Email invoice and tracking number to Silvia Tome Torquemada 
silviatt@kth.se",,,,,,,,0.0,2024-01-10T15:49:09.287-05:00,2025-01-08T16:27:43.407-05:00,,,0,0,{}
Amplex Chemical Products Ltd.,0012659,False,600 Delmar,Pointe-Claire,,Quebec  H9R 4A8,.,.,CAN,(514) 630-3309,c.rae@amplexchem.com,,1,AR30,C,0000,,100,,,,,,,,"This material is being repackaged with customer supplied product, labels and packaging material

Customer sending us 1400 Kg of Sodium Cyanide to be re-packaged as follows:

200 x 7 Kg

See attchaed packaging instructions (send a copy to the whse with the",,,"8/3/18 Sent an email to f.gaudette@amplexchem.com Francois the AP person concerning the past due invoice 551895
6/20/19 Sent an email to Francois to remind them the invoice is due.
6/21/19 Francois said the check #4184 was mailed.
05/25/21 emailed Francois about invoice 591803
05/25/21 check mailed today
This material is being repackaged with customer supplied product, labels and packaging material

Customer sending us 1400 Kg of Sodium Cyanide to be re-packaged as follows:

200 x 7 Kg

See attchaed packaging instructions (send a copy to the whse with the pick ticket).

MSDS No.: 1417
Warning Labels: 7, 4
RQ: 4.54 Kg
ERG:  157

Package all left over material do not leave any material in drums. Place a generic product label indicating the product name, lot number and quantity. Notify Operations of how many packages were made so we can adjust the invoice if necessary. Any remaining packaging supplies will need to be shipped back to them as well. See Becca if you have any questions or you encounter any problems with this order.

Email invoice to n.gagnon@amplexchem.com, r.foss@amplexchem.com, and f.gaudette@amplexchem.com",,,,,,,,0.0,2024-01-10T16:08:57.773-05:00,2025-01-08T16:27:43.453-05:00,,,0,0,{}
Gujarat Fluorochemicals Limite,0012660,False,"GFL  Americas, LLC",Gujarat Fluorochemicals Limite,Plot No. 12-a GIDC Industrial,.,.,392130,IND,,priyanka.gupta@gfclev.co.in,,1,AR08,C,0000,,100,,,,,,,,,,,"Freight Forwarder Information:
MAPCARGO Global Logistics
440 Mc Clellan Highway Suite 108B
East Boston,MA 02128 
Contact Luigi Sepe
Tel:  (617)569-2400;  Fax (617)569-2444
Email id: luigi@mapcargo.com  

Any bulk orders for Code: 14746 must be package in 100 Kg poly drums. 

The following set of documents are to be forwarded to the shipping address immediately through courier: 
Invoice
Air Way Bill 
Packing List 
Certificate of Origin 
Insurance Certificate 
All applicable test certificates 

Forward all original documents to 
Mr. Manoj Sharma 
Guajarat Fluorochemicals Ltd 
68, Jolly Maker Chamber II
Nariman Point Mumbai 
400021 Maharastra, INDIA 

Email all documents to manoj.sharma@gfl.co.in and saniyazaidi@gfl.co.in

Tech Data Sheet to include method of analysis",,,,,,,,0.0,2024-01-10T16:08:58.587-05:00,2025-01-08T16:27:43.513-05:00,,,0,0,{}
Complete H2O Mineral,0012661,False,1167 West 3050 South,,,Ogden,UT,84401,USA,(803) 794-4767,h2olonnie@gmail.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct No: X4Y554

Send tracking information to PO agent",,,"UPS Acct No: X4Y554

Send tracking information to PO agent",,,,,,,,0.0,2024-01-10T16:08:59.423-05:00,2025-01-08T16:27:43.563-05:00,,,0,0,{}
Fundamental Lighting Solutions,0012662,True,14815 Chain Lake Road,Suite A,,Monroe,WA,98272,USA,(206) 484-2879,waynebliesner@comcast.net,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:09:00.28-05:00,2024-01-10T16:09:00.28-05:00,,,0,0,{}
MatlScience LLC,0012663,False,4918 Wenonah Drive,,,Dallas,TX,75209,USA,(214) 352-3060,hugh.f.cole@Matlscience.com,matlscience.com,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:09:01.117-05:00,2024-01-10T16:09:01.117-05:00,,,0,0,{}
Haas Group International LLC,0012664,False,HAAS Group Intl/ Boston Hub,10 Industrial Way,,Amesbury,MA,01913,USA,(978) 499-4740,Marissa.Lucas@wescoair.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:09:01.95-05:00,2024-01-10T16:09:01.95-05:00,,,0,0,{}
Battery Equaliser,0012665,False,2225 Sara Way,,,Carlsbad,CA,92008,USA,(760) 505-8684,robin@batteryequaliser.com,,1,AR30,C,0000,,100,,,,,,,,UPS ACCT NO: 859347,,,UPS ACCT NO: 859347,,,,,,,,10000.0,2024-01-10T16:09:02.773-05:00,2025-01-08T16:27:43.61-05:00,,,0,0,{}
University of Toronto,0012666,False,22 Russell Street,Earth Science Centre 1066,ATTN: Accounts Payable,Toronto,ON,M5S 3B1,CAN,(416) 978-3029,,,1,AR03,C,0000,,100,,,,,,,,"FedEx  Acct No. 1396-6455-8

Include on the invoice and B/L the following:
HST #108162330
Importer #UTO500011
Permit Number: G-40787400

Fax a copy of the Commercial Invoice and Bill of Lading to: 
Kuehne & Nagel
Import Customs Services Div. 
Fax: (888)32",,,"FedEx  Acct No. 1396-6455-8

Include on the invoice and B/L the following:
HST #108162330
Importer #UTO500011
Permit Number: G-40787400

Fax a copy of the Commercial Invoice and Bill of Lading to: 
Kuehne & Nagel
Import Customs Services Div. 
Fax: (888)329-2424",,,,,,,,0.0,2024-01-10T16:09:03.493-05:00,2025-01-08T16:27:43.657-05:00,,,0,0,{}
"Group 8 Technology, Inc",0012667,True,1652 West 820 North,,,Provo,UT,84601,USA,(801) 379-0118,sruf@group8tech.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:09:04.31-05:00,2024-01-10T16:09:04.31-05:00,,,0,0,{}
"Specialty Chemical Company, LL",0012668,True,2018 King Edward Avenue,,,Cleveland,TN,37311,USA,(423) 479-9664,jonesm@chemgroup.com,,1,AR30,C,0000,,100,,,,,,,,,,,,,,,,,,,5000.0,2024-01-10T16:09:05.183-05:00,2024-01-10T16:09:05.183-05:00,,,0,0,{}
Microfine Materials,0012669,False,192 Pandan Loop,#06-15,,Singapore,.,128381,SNG,011-65-90677787,dhlin@microfine-piezo.com,,1,AR03,C,0000,,100,,,,,,,,FedEx account no: 2611-5363-7,,,FedEx account no: 2611-5363-7,,,,,,,,0.0,2024-01-10T16:09:05.883-05:00,2025-01-08T16:27:43.717-05:00,,,0,0,{}
G Chem Solutions,0012670,False,16000 Barkers point ln,Suite 228,,Houston,TX,77079,USA,(832) 253-6220,Kailash.Dangayach@gchem.com,,1,AR03,C,0000,,107,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:50:16.58-05:00,2024-01-10T15:50:16.58-05:00,,,0,0,{}
Fuentes Artisans Mfg LLC,0012671,False,3000 Hyde Park Blvd,,,Los Angeles,CA,90043,USA,(310) 729-9441,fredy@fuentesam.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Account No: 57VF70

Send Tracking Information to Fredy at fredy@fuentesam.com",,,"UPS Account No: 57VF70

Send Tracking Information to Fredy at fredy@fuentesam.com",,,,,,,,0.0,2024-01-10T16:09:06.667-05:00,2025-01-08T16:27:43.763-05:00,,,0,0,{}
Oxytech X,0012672,False,1104 E San Antonio Ave,,,El Paso,TX,79901,USA,(915) 400-8636,,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:49:10.08-05:00,2024-01-10T15:49:10.08-05:00,,,0,0,{}
Maine Gas Refrigerator,0012673,True,216 Sibley Road,,,Burlington,ME,04417,USA,(207) 403-0026,mainegasrefrigerator@gmail.com,,1,AR03,C,0000,,100,,,,,,,,Customers delivery address on 216 Sibley Rd was reported by UPS as residential.  Don't ship hazards to this address.  (Di 8/10/2018),,,Customers delivery address on 216 Sibley Rd was reported by UPS as residential.  Don't ship hazards to this address.  (Di 8/10/2018),,,,,,,,0.0,2024-01-10T16:09:07.467-05:00,2025-01-08T16:27:43.813-05:00,,,0,0,{}
Accelerated Rejuvenation Inc.,0012674,False,"8861 20th Avenue, Apt 6F",,,Brooklyn,NY,11214,USA,(917) 579-1868,astragalus49@yahoo.com,,1,AR03,C,0000,,100,,,,,,,,Verify address is not a residential address on every order.,,,Verify address is not a residential address on every order.,,,,,,,,0.0,2024-01-10T16:09:08.28-05:00,2025-01-08T16:27:43.86-05:00,,,0,0,{}
"Des Moines Flying Service, Inc",0012675,True,PO Box 35126,,,Des Moines,IA,50315,USA,(800) 247-2560,cjones@dmfs.com,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct No. E50750

FedEx Acct No. 798686941",,,"UPS Acct No. E50750

FedEx Acct No. 798686941",,,,,,,,0.0,2024-01-10T16:09:09.04-05:00,2025-01-08T16:27:43.907-05:00,,,0,0,{}
FreePort Chemicals,0012676,True,#5 Yellow Pine Street,,"FreePort, Bahamas",.,.,.,,(242) 352-8907,solomonsaunders@hotmail.com,,1,AR03,C,0000,,100,,,,,,,,"FedEx Account No: 473-954-567

Send tracking informaton to Solomon Saunders at solomonsaunders@hotmail.com",,,"FedEx Account No: 473-954-567

Send tracking informaton to Solomon Saunders at solomonsaunders@hotmail.com",,,,,,,,0.0,2024-01-10T16:09:09.763-05:00,2025-01-08T16:27:43.953-05:00,,,0,0,{}
"Ichimaru Co., Ltd",0012677,False,"3-7, Fushimimachi  2-chome,","Chuo-ku, Osaka 541-0044",,.,.,.,JAP,+81-6-6201-0612,matsuda@ichimarutrading.co.jp,,1,AR08,C,0000,,100,,,,,,,,"FedEx Acct. No. 180437908

Material must be from one lot.",,,"FedEx Acct. No. 180437908

Material must be from one lot.",,,,,,,,0.0,2024-01-10T16:09:10.583-05:00,2025-01-08T16:27:44.017-05:00,,,0,0,{}
CAF Innovative Shapecasting,0012678,True,458 Dobbie Drive,"Cambridge, Ontario N1T 1S7",,.,.,.,CAN,(519) 429-8301,rhancock@shapecasting.com,,1,AR03,C,0000,,100,,,,,,,,"Contact Trisha Bradley at 905-746-1605 tbradley@shapecasting.com
 for shipping instrucrtions on all orders.

Send all  invoices to Amil Letterio at Aletterio@shapecasting.com


Send order confirmation to 

Robert Hancock rhancock@shapecasting.com 

Amil L",,,"Contact Trisha Bradley at 905-746-1605 tbradley@shapecasting.com
 for shipping instrucrtions on all orders.

Send all  invoices to Amil Letterio at Aletterio@shapecasting.com


Send order confirmation to 

Robert Hancock rhancock@shapecasting.com 

Amil Letterio  Aletterio@shapecasting.com, 

Trishia Bradley  tbradley@shapecasting.com.",,,,,,,,0.0,2024-01-10T16:09:11.427-05:00,2025-01-08T16:27:44.063-05:00,,,0,0,{}
SISEL International,0012679,False,P.O. Box 369,,,Springville,UT,84663,USA,(801) 491-3112,abergquist@belugaventures.net,,1,AR30,C,0000,,100,,,,,,,,UPS Acct. No. 40W-17Y Mark the B/L: Mark the B/L: SEE SAGE,,,"UPS Acct. No. 40W-17Y

S.A.I.A Acct No.080932

Mark the B/L:
A delivery appointment must be made by contacting receiving at (801)491-3112

Customer Item No.______ and PO No._______  must be on all documents and labels.

Code 12320 - Magnesium Metal, Powder: Customer Item No. 137908 

Email tech data to Allen Bergquist at abergquist@belugaventures.net before shipping material.

Material must have a minimum shelf life remaining of 6 months, unless otherwise agreed upon.",,,,,,,,0.0,2024-01-10T16:09:12.35-05:00,2025-01-28T16:16:04.59-05:00,,,0,0,{}
EPI Electrochemical Products,0012680,False,17000 W. Lincoln Ave.,,,New Berlin,WI,53151,USA,262-706-5397,larrya@epi.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. No. 576-266,,,UPS Acct. No. 576-266,,,,,,,,0.0,2024-01-10T16:09:13.123-05:00,2025-01-08T16:27:44.17-05:00,,,0,0,{}
Wilson & Associates Inc,0012681,True,150 Belltop Drive,,,Kittanning,PA,16201,USA,(724) 543-6287,gwilson1030@yahoo.com,,1,AR03,C,0000,,100,,,,,,,,Mark B/L:  Eirich's normal receiving hours are from 6:30 AM to 2:30 PM,,,Mark B/L:  Eirich's normal receiving hours are from 6:30 AM to 2:30 PM,,,,,,,,0.0,2024-01-10T16:09:13.947-05:00,2025-01-08T16:27:44.217-05:00,,,0,0,{}
